Helpful Votes,Review Body,Review Year,Review Headline,Star Rating
8.0,"This is a wonderful devotional that shares thoughts and observances of this great saints life.  I have been thrilled to learn so much about the life of this well loved saint of faith.  It has helped my devotional thoughts and prayers and I am thrilled to own this book.  It arrived well packaged, in excellent condition and came well withing the delivery expectations.  I highly recommend this book and the seller.",08/28/2015 0:00,This is a wonderful devotional that shares thoughts and observances of this great ...,5.0
4.0,"The Deluxe edition of the Guide Book of United States Coins is simply amazing in the mass amount of information it provides. I've seen nothing like it before in one volume! In addition to price (value) information the volume provides important historic and collector information about each US issued coin. There is no skimping! Over 8 pounds of high quality photographs and text printed on high quality paper. I'd listened to other collectors complimenting the volume as well as Coin Show Radio broadcasts, however the book's impact isn't realized until it is held and reviewed. A Guide Book of United States Coins Deluxe Edition should be a standard reference for every collector - its modest cost will turn into one of the best investments a collector can make. &#34;Buy the book before you buy the coin!&#34;",08/28/2015 0:00,Best Book Bargain Available for US Coin Collectors!,5.0
6.0,"Michael Z. Williamson, better known as Mad Mike the Knife Builder, has produced a great action/adventure series to compliment his outstanding SF writing in Freehold and The Weapon, and his collaboration with John Ringo, Hero.In The Scope of Justice, the world of the sniper and the covert operative is exposed. This is not James Bond, and it is not The Ballad of the Green Berets. This is modern military action, with all its faults and successes, as Kyle Monroe battles his demons and al-Qaeda terrorists.We can all hope that the real Kyle Monroes do as well as the fictional hero does.You should buy this book if you are trying to figure out what it really feels like to be a soldier in the war on terror.Walt BoyesThe Bananaslug. at Baen's Bar",09/10/2005 0:00,Mad Mike Does Modern Day Reality Too,5.0
0.0,"The Sneetches has been one of my favorite Seuss stories since I was a child. This collection includes a few other great, whimsical, short stories. My boys loved them all!",11/14/2013 0:00,Great for all ages...it's Dr. Seuss!,5.0
0.0,"If grand children love these books, then grandma loves the books!!!!",08/27/2015 0:00,Dragon Masters series Big Hit for My Grand Kids!,5.0
0.0,"I use this book for my dissertation writing. It well summarizes the most important and interesting part of forest economics, and emphasizes some new and well discussed topics.",08/27/2015 0:00,I use this book for my dissertation writing. It ...,5.0
0.0,"This is the second book in the Montmaray series. Sophie’s journals continue with their greatly changed circumstances in London. Now living with their aunt, Sophie and Veronica are being prepared as debutantes, while Toby continues his haphazard ways at school. Simon has taken on the role as secretary for Aunt Charlotte. The times are unsettled, but most are blissfully unaware of the increasing danger of war. Veronica is far more interested in pushing the cause of Montmaray than going to dances. While often at odds with Simon, they keep the cause of their island kingdom alive, eventually getting a chance to plead their cause to the wider world. While the end of the book has some harrowing adventure, the book also intermingles some humorous moments and a good dollop of history in the process. Henry’s take on the girl guides leads to a rather militant troop that come rallying to the cause at key moments. Her graphic descriptions of the possibilities of war to the young Princess Elizabeth also cause quite the stir. It was good to see each family member adapt to their situation in a different way and I look forward to the conclusion of the series in the next book.",08/26/2015 0:00,A kingdom in exile on the eve of war,4.0
0.0,Great introduction to Unity ideas.,08/30/2015 0:00,Five Stars,5.0
0.0,ok,08/31/2015 0:00,Four Stars,4.0
3.0,"This first of a projected series of Oz books serves as an excellent introduction to young readers who have probably seen the 1939 film, and possibly knew that L. Frank Baum wrote a book about Oz, but have no idea that other Oz books exist.The opening begins in Oz, introducing two strong female characters, one familiar from the movie (Glinda) and one not (Ozma)--and then shifts to two sisters in Lawrence, Kansas, one of whom loves the Oz books, and the other who thinks fantasy is babyish.  The girls' relationship is further strained by the imminent separation of their parents--a situation to which far too many children nowdays can relate.  But that is kept firmly in the background as the girls are swept via tornado (familiar from both movie and first book) to Oz, and then have to adjust, each in her own way.The pacing through the earlier sections is leisurely, introducing concepts slowly.  Even third grade readers should be able to pick up clues about the world of Oz.  My sixth grade daughter, who loves horses, liked the beginning, though my older daughter wanted to skim as did I.One the girls meet the mysterious Rik, the pacing accelerates, and includes more of the famous Oz characters from Baum's books.  They must overcome the niece of the Wicked Witch, at her castle, which is full of scary and funny boobytraps.Accessible to younger readers, and appealing to older reluctant readers, this book is recommended for school libraries.  Perhaps it will spark a renewal of interest in the original Oz books, which are sadly neglected in library choices these days.",08/07/2005 0:00,Good Introduction for Today's Young Readers,5.0
