Name,URL,Price,Rating,Reviews,Description,ASIN,Details,Manufacturer
"Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDk1MjQ3MjQ0MjMxMTI2OjE2ODUyMDQ3MzQ6c3BfYXRmX25leHQ6MjAwMzQzOTk5NjA0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_17_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685204734%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹529,3.9 out of 5 stars,"15,945 ratings","SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort    COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.    SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm    ENDURING & LONG LASTING LAPTOP BACKPACK: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. We have designed the bag keeping your comfort in mind. Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating & to help you lift heavy objects easily.    OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.",B085MHDJ93,"Product Dimensions: 21 x 33 x 48 cm; 600 Grams
Date First Available: 28 February 2020
Manufacturer: Amazing Bags
ASIN: B085MHDJ93
Item model number: bag for men
Country of Origin: India
Department: Unisex Adult and Child
Manufacturer: Amazing Bags, Half_Moon, New Delhi
Item Weight: 600 g
Item Dimensions LxWxH: 21 x 33 x 48 Centimeters
Generic Name: Laptop bag
","Amazing Bags, Half_Moon, New Delhi"
Gadget Wagon Cable Management Tray Organizer Under Desk for Office and Home No Drill,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDk1MjQ3MjQ0MjMxMTI2OjE2ODUyMDQ3MzQ6c3BfYXRmX25leHQ6MjAxNTUyNTg5MTQyOTg6OjA6Og&url=%2FGadget-Wagon-Management-Organizer-Desk%2Fdp%2FB0BSL7JB5F%2Fref%3Dsr_1_18_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685204734%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹1,990.00",Previous page,,"Save space Store your accessories under the desk easily Load Capacity: 5kgs(11lbs)    No need to drill holes , easy clamp on grommet design to use on any table    Make your workstation need and clutter free and improve your productivity    Avoid clutter, easy to fir product, remove and shift anywhere    Cable Organizer, Cable Management store spike buster, surge protector , accessories, peripherals",Not found,,Not found
"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1685204734&sprefix=ba%2Caps%252+C283&sr=8-19,₹598.00,4.3 out of 5 stars,"10,969 ratings","30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.    Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics. Compatible Laptop Size 16 inch    Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.    Made In India: Wesley Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks    1 Year Warranty: The Wesley Business casual backpack comes with 1 year of warranty    Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.",Not found,,Not found
Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1685204734&sprefix=ba%2Caps%252+C283&sr=8-20,₹899,3.9 out of 5 stars,"9,515 ratings","MADE IN INDIA - This “MAKE IN INDIA” Laptop bag for men features 3 large zippered compartments, 1 zip pocket at front, 2 side bottle pockets. This is a perfect laptop, office, school, college bag for men, women, boys and girls. In deed a perfect all-rounder backpack for men, school bags for boys and girls, College bag for boys and college bag for girls, office bag for men and women.    LAPTOP BAG FEATURES - Compartment Description: Up To 15 Inches; Style Name: Casual Backpack for men. Capacity: 48 liters. Size: 20 inch X 13.5 inch X 9.5 inch.    WATER RESISTANT – This laptop bag for men is stylish and durable unisex travel laptop backpack that is your perfect travel partner. School bags for boys is made of high-grade water-resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects.    PADDED LAPTOP SLEEVE AND INTERNAL ORGANISER : Padded Laptop backpack for men has sleeve with holder to secure upto 15.6"" Laptops. This office bag for men is compatible with laptops like HP / Lenovo / Acer / ASUS / Dell. Internal organiser to neatly organise and store your keys, cables, stationary and other valuables from theft.    1 YEAR WARRANTY - We offer 1 Year warranty for any manufacturing defects; BEST BACK SUPPORT - We have designed this laptop bag for men to keep your comfort in mind. Shoulder has 12MM high density padding, with 3D ventilated air foam padding to prevent sweating when you use the bag; Pattern Name: Solid; Age Range Description: Adult; Color Name: Black; Special Features: Laptop Compartment; Pattern Name: Solid; Age Range Description: Adult",B08YZ8FFBZ,"Product Dimensions: 24.13 x 34.29 x 50.8 cm; 570 Grams
Date First Available: 15 March 2021
Manufacturer: Akshaya Rubbers, Hebbal Industrial Area, Mysore
ASIN: B08YZ8FFBZ
Item model number: Bingo 48L Laptop Bag
Country of Origin: India
Department: Unisex-adult
Manufacturer: Akshaya Rubbers, Hebbal Industrial Area, Mysore, 7022982998
Packer: PAZZO INDIA, Hebbal Industrial Area, Mysore
Item Weight: 570 g
Item Dimensions LxWxH: 24.1 x 34.3 x 50.8 Centimeters
","Akshaya Rubbers, Hebbal Industrial Area, Mysore, 7022982998"
NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1685204734&sprefix=ba%2Caps%252+C283&sr=8-21,₹569.00,4.0 out of 5 stars,320 ratings,"Care Instructions: Machine Wash    Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.    Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.    Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.",B0BS6QQZYN,"Product Dimensions: 48 x 32 x 15 cm; 1 Kilograms
Date First Available: 12 January 2023
Manufacturer: SHABA BAGS
ASIN: B0BS6QQZYN
Item model number: DB01
Country of Origin: India
Department: Unisex-adult
Manufacturer: SHABA BAGS, SHABA BAGS 9354115195
Item Weight: 1 kg
Item Dimensions LxWxH: 48 x 32 x 15 Centimeters
Net Quantity: 1.00 count
","SHABA BAGS, SHABA BAGS 9354115195"
"Fur Jaden 55 LTR Rucksack Travel Backpack Bag for Trekking, Hiking with Shoe Compartment",https://www.amazon.in/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1685204734&sprefix=ba%2Caps%252+C283&sr=8-22,₹849,4.3 out of 5 stars,"5,217 ratings",Large sized black and grey colour trekking rucksack for men and women for travel use as well as for trendy college and school students. Huge compartment size that can fit upto several pairs of clothes with ease with separate pocket for shoesMultiple pockets for other accessories and water bottle<br>    External clips to hold a yoga mat on the backside available with this rucksack. Also available on both sides of the rucksack are additional clips which can be used to carry camera stands as well as other climbing equipments<br>    The rucksack features a sleek and ergonomic design with a balanced weight distribution through its shoulder straps and waist strapsThis makes this product a suitable alternative to bulky and unsightly rucksacksThe compact design of this trekking bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease<br>    Capacity: 55 L ; weight: 700 grams; dimensions: 35 cms x 25 cms x 65 cms (LxWxH); 1 Year manufacturer warranty against defects; Lining Description: Polyester; Special Features: Back Padding; Pocket Description: Utility Pocket; Style Name: Rucksack Backpacks; Closure Type: Zipper; Age Range Description: Adult; Color Name: Black Grey<br>    Water Resistance Level: Water Resistant; Warranty Description: 1 Year Manufacturer Warranty Against Defects Only<br>,B07YDGQQN5,"Product Dimensions: 35 x 25 x 65 cm; 700 Grams
Date First Available: 24 September 2019
Manufacturer: Fur Jaden
ASIN: B07YDGQQN5
Item model number: BM110_BlackGrey
Country of Origin: India
Manufacturer: Fur Jaden, Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028
Packer: Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028
Item Weight: 700 g
Item Dimensions LxWxH: 35 x 25 x 65 Centimeters
Net Quantity: 1 count
Included Components: 1 Rucksack
Generic Name: Rucksack
","Fur Jaden, Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028"
Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1685204734&sprefix=ba%2Caps%252+C283&sr=8-23,"₹1,099.00",4.3 out of 5 stars,"5,609 ratings","Outer Material: Polyester, Color: Black    Water Resistance: Water resistant    Capacity: 30 liters; Dimensions: 50 cms x 34 cms x 18 cms (LxWxH); Number of compartments: 2    Laptop Compatibility: Yes, Laptop Size: 17, Strap Type: Adjustable,    Closure Type: Zipper; Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Age Range Description: Adult; Style Name: Traditional Backpacks",Not found,,Not found
Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1685204734&sprefix=ba%2Caps%252+C283&sr=8-24,₹189,3.7 out of 5 stars,"6,466 ratings","Outer Material: Polyester, Color: Black and Yellow.Ideal for 3-5 year old children.    Wear Resistant: Wear resistant, Stain resistant, Water Resistance: Water resistant; Dimensions: 49 cms x 33 cms x 10 cms (LxWxH)    Number of compartments: 1; Compatible Laptop Size : 15.4    Warranty Type: Manufacturer; 1 Year from the date of purchase    Pocket Description: Utility Pocket; Color Name: Black And Blue; Age Range Description: Adult; Closure Type: Zipper",B019HA8AYG,"Is Discontinued By Manufacturer: No
Product Dimensions: 49 x 33 x 10 cm; 82 Grams
Date First Available: 17 December 2015
Manufacturer: Gear Merchandise PVT LTD
ASIN: B019HA8AYG
Item model number: BKPCARYON0110
Country of Origin: India
Department: Men
Manufacturer: Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366
Packer: Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366
Item Weight: 82 g
Item Dimensions LxWxH: 49 x 33 x 10 Centimeters
Net Quantity: 1 count
Included Components: Backpack
Generic Name: Bag
","Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366"
Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1685204734&sprefix=ba%2Caps%252+C283&sr=8-25,₹834,4.0 out of 5 stars,"5,583 ratings","MULTI-FUNCTION COMPARTMENT: ZIPLINE backpack for men features with multiple storage compartments and for additional supplies and accessories such as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.    DURABLE MATERIAL: The school bag for boys is made up of superior quality which is durable, eco-friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.    COMFORTABLE DESIGN: Our school bag for boys ""S"" Curve is adjustable, heavily padded shoulder straps and back panel make the school bag more comfortable to wear even when loaded with all your gear; Compact: Backpack for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella and thus it is best school bags for boys.    Size:18*13*9 inch(L*W*H), Capacity: The college bag has capacity of 36.5L which is bigger than others of the same style. Good size for school bags, college bag, camping, travel, shopping, hiking, climbing, vintage backpack for men and women.; Age Range Description: Kid; Special Features: Water Bottle Umbrella Pouch; Pocket Description: Utility Pocket    Compartment Description: The backpack for men is not laptop compatible; Warranty Description: 1 Year From The Date Of Purchase, Water Resistance Level: Waterproof",B07XVMR33Q,"Product Dimensions: 45.72 x 33.02 x 22.86 cm; 440 Grams
Date First Available: 12 September 2019
Manufacturer: Atulitu Agency
ASIN: B07XVMR33Q
Item part number: Flame-Blu
Country of Origin: India
Department: Unisex-adult
Manufacturer: Atulitu Agency, ,251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400083 (9820078070)
Packer: Atulitu Agency,251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400083 (9820078070)
Item Weight: 440 g
Item Dimensions LxWxH: 45.7 x 33 x 22.9 Centimeters
Net Quantity: 1.00 Unit
","Atulitu Agency, ,251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400083 (9820078070)"
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1685204734&sprefix=ba%2Caps%252+C283&sr=8-26,₹988,4.4 out of 5 stars,"5,708 ratings","Outer material: synthetic, color: brown    Waterproof    Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)    Number of compartments: 2    Laptop compatibility: yes, laptop size: 16strap type: adjustable    Anti theft waterproof bag with anti sweat fabric on back and shoulder straps    USB and headphone cable slot",B07G4F6XFH,"Product Dimensions: 48 x 32 x 14 cm; 558 Grams
Date First Available: 2 August 2018
Manufacturer: Gear Merchandise PVT LTD
ASIN: B07G4F6XFH
Item model number: LBPCLSLTH0201
Country of Origin: India
Department: Unisex-adult
Manufacturer: Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366
Packer: Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366
Item Weight: 558 g
Item Dimensions LxWxH: 48 x 32 x 14 Centimeters
Net Quantity: 1 count
Included Components: Laptop Backpack
Generic Name: Laptop Backpack
","Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366"
